rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,
180,18,University of Toronto,87.4,180,77.3,25,93.3,12,92.8,113,65.5,225,89.7,115,Canada,"77,468",25.8,26%,56:44:00,University of Toronto,"Politics & International Studies (incl Development Studies),Law,Education,Biological Sciences,Electrical & Electronic Engineering,Business & Management,Languages, Literature & Linguistics,General Engineering,Mathematics & Statistics,Accounting & Finance,Civil Engineering,Psychology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Geography,Economics & Econometrics,Chemistry,Communication & Media Studies,Archaeology,Medicine & Dentistry,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemical Engineering,Sport Science,Sociology,Art, Performing Arts & Design,Physics & Astronomy,Other Health,Architecture",FALSE,FALSE,
190,19,National University of Singapore,87.1,190,76.4,26,93,13,90.2,148,87,86,94,63,Singapore,"32,337",19.8,25%,51:49:00,National University of Singapore nus,"Other Health,Sport Science,Accounting & Finance,Archaeology,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Physics & Astronomy,History, Philosophy & Theology,Psychology,Law,Agriculture & Forestry,General Engineering,Languages, Literature & Linguistics,Geography,Veterinary Science,Art, Performing Arts & Design,Business & Management,Politics & International Studies (incl Development Studies),Chemical Engineering,Computer Science,Electrical & Electronic Engineering,Economics & Econometrics,Chemistry,Mathematics & Statistics,Architecture,Sociology,Medicine & Dentistry,Biological Sciences,Civil Engineering,Mechanical & Aerospace Engineering",FALSE,FALSE,
200,20,Cornell University,85.9,200,80.2,20,86.1,22,97.3,56,40.4,905,76.9,252,United States,"24,027",10.3,26%,51:49:00,Cornell University,"Other Health,Biological Sciences,Psychology,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Electrical & Electronic Engineering,History, Philosophy & Theology,Sociology,Physics & Astronomy,Computer Science,Chemistry,Archaeology,Veterinary Science,Politics & International Studies (incl Development Studies),General Engineering,Chemical Engineering,Law,Architecture,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Agriculture & Forestry,Business & Management,Communication & Media Studies",FALSE,FALSE,
210,21,"University of California, Los Angeles",85.8,210,80.4,19,88.9,18,95.4,86,58.8,284,65,406,United States,"42,434",9.7,16%,56:44:00,"University of California, Los Angeles","Chemical Engineering,Psychology,Biological Sciences,Mechanical & Aerospace Engineering,Medicine & Dentistry,General Engineering,Communication & Media Studies,Agriculture & Forestry,Business & Management,Politics & International Studies (incl Development Studies),Accounting & Finance,Art, Performing Arts & Design,History, Philosophy & Theology,Computer Science,Chemistry,Sociology,Languages, Literature & Linguistics,Sport Science,Other Health,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Mathematics & Statistics,Education,Economics & Econometrics,Geography,Architecture,Physics & Astronomy,Electrical & Electronic Engineering,Law,Veterinary Science",FALSE,FALSE,
220,22,UCL,85.7,220,74.5,29,85.4,23,97.9,46,44.5,587,96.7,23,United Kingdom,"36,790",10.3,60%,59:41:00,UCL ucl UCL,"Archaeology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Civil Engineering,Physics & Astronomy,Education,Psychology,Computer Science,Mathematics & Statistics,Architecture,Chemistry,Medicine & Dentistry,General Engineering,Economics & Econometrics,Law,Geography,Business & Management,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Languages, Literature & Linguistics,Biological Sciences,Communication & Media Studies,Other Health,Electrical & Electronic Engineering,Sociology",FALSE,FALSE,
230,23,University of Michigan-Ann Arbor,82.9,230,79.3,22,84.6,24,93.6,103,48.7,437,59.2,497,United States,"45,912",8.2,17%,50:50:00,University of Michigan-Ann Arbor,"Chemistry,Architecture,Agriculture & Forestry,Languages, Literature & Linguistics,Psychology,Sociology,Law,Computer Science,Chemical Engineering,Other Health,Archaeology,Mathematics & Statistics,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Civil Engineering,Electrical & Electronic Engineering,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Physics & Astronomy,Economics & Econometrics,General Engineering,Medicine & Dentistry,Education,Accounting & Finance,Biological Sciences,Sport Science,Business & Management,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,
240,24,New York University,82.7,240,74.2,30,84,25,95,93,44.6,580,74.7,277,United States,"36,337",9.8,42%,57:43:00,New York University,"Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Physics & Astronomy,Medicine & Dentistry,Communication & Media Studies,Law,Art, Performing Arts & Design,Business & Management,Chemical Engineering,General Engineering,Computer Science,Accounting & Finance,Mathematics & Statistics,Sociology,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Archaeology,Economics & Econometrics,Biological Sciences,Education,Geology, Environmental, Earth & Marine Sciences,Other Health,Architecture,Psychology,Civil Engineering,Chemistry,History, Philosophy & Theology",FALSE,FALSE,
250,25,Duke University,82.6,250,78.1,23,76.2,37,95.7,83,99.6,17,68,366,United States,"16,091",4.2,24%,52:48:00,Duke University,"Medicine & Dentistry,Psychology,Other Health,Biological Sciences,Computer Science,Agriculture & Forestry,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Languages, Literature & Linguistics,Communication & Media Studies,Accounting & Finance,General Engineering,Sociology,Business & Management,Civil Engineering,Chemistry,Mechanical & Aerospace Engineering,Physics & Astronomy,Art, Performing Arts & Design,Economics & Econometrics,Electrical & Electronic Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Law",FALSE,FALSE,
260,26,Northwestern University,82.1,260,71.7,32,80.7,30,97.5,52,85,94,67,382,United States,"19,175",13.2,20%,51:49:00,Northwestern University,"Computer Science,Geography,Physics & Astronomy,Languages, Literature & Linguistics,Business & Management,Biological Sciences,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Accounting & Finance,Mathematics & Statistics,Civil Engineering,Sociology,Education,General Engineering,History, Philosophy & Theology,Architecture,Economics & Econometrics,Mechanical & Aerospace Engineering,Communication & Media Studies,Medicine & Dentistry,Law,Psychology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Chemistry,Other Health",FALSE,FALSE,
270,26,University of Washington,82.1,270,71.6,33,82.8,27,98.9,29,53.9,340,63,438,United States,"47,727",10.8,18%,55:45:00,University of Washington,"Psychology,History, Philosophy & Theology,Other Health,Chemistry,Languages, Literature & Linguistics,General Engineering,Chemical Engineering,Physics & Astronomy,Agriculture & Forestry,Computer Science,Biological Sciences,Archaeology,Education,Veterinary Science,Politics & International Studies (incl Development Studies),Accounting & Finance,Mechanical & Aerospace Engineering,Communication & Media Studies,Economics & Econometrics,Mathematics & Statistics,Architecture,Medicine & Dentistry,Electrical & Electronic Engineering,Sociology,Art, Performing Arts & Design,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Law,Geography",FALSE,FALSE,
280,28,Carnegie Mellon University,81.1,280,65.4,46,81.8,29,98.7,31,55.2,318,80.1,216,United States,"14,305",12.9,47%,44:56:00,Carnegie Mellon University,"Accounting & Finance,Communication & Media Studies,Languages, Literature & Linguistics,Computer Science,Politics & International Studies (incl Development Studies),Civil Engineering,Business & Management,Economics & Econometrics,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Biological Sciences,Art, Performing Arts & Design,Electrical & Electronic Engineering,Mathematics & Statistics,Chemical Engineering,Chemistry,Physics & Astronomy,Psychology,Architecture",FALSE,FALSE,
290,29,University of Edinburgh,79.8,290,66.9,42,74.5,44,97.1,58,40.9,852,95.6,37,United Kingdom,"32,845",11.8,47%,62:38:00,University of Edinburgh,"Computer Science,Business & Management,Politics & International Studies (incl Development Studies),Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Veterinary Science,Archaeology,Physics & Astronomy,General Engineering,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Architecture,Chemistry,Sport Science,Other Health,Sociology,Geography,Languages, Literature & Linguistics,Art, Performing Arts & Design,Civil Engineering,Education,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Law,Chemical Engineering,Economics & Econometrics,Psychology,Biological Sciences",FALSE,FALSE,
300,30,Technical University of Munich,79.3,300,69.8,34,82.2,28,84.5,241,100,8,77.7,241,Germany,"33,960",40.6,36%,37 : 63,Technical University of Munich,"Chemical Engineering,Chemistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Other Health,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Biological Sciences,Electrical & Electronic Engineering,Accounting & Finance,Business & Management,Civil Engineering,Physics & Astronomy,Computer Science,Mathematics & Statistics,Education,Sport Science,Architecture,General Engineering,Agriculture & Forestry,Sociology",FALSE,FALSE,
310,31,University of Hong Kong,78.5,310,65.6,45,74.1,46,92.4,115,60.6,268,98.7,8,Hong Kong,"18,087",18.2,43%,54:46:00,University of Hong Kong,"Agriculture & Forestry,Art, Performing Arts & Design,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Business & Management,Geography,Medicine & Dentistry,Biological Sciences,Other Health,Communication & Media Studies,Mathematics & Statistics,Accounting & Finance,Education,Law,Mechanical & Aerospace Engineering,Architecture,Psychology,Economics & Econometrics,Chemistry,General Engineering,History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Computer Science,Sociology",FALSE,FALSE,
320,32,"University of California, San Diego",78.1,320,60.2,55,77.2,35,98.2,42,93,54,67.8,372,United States,"37,030",11.3,28%,48:52:00,"University of California, San Diego","Other Health,Computer Science,Chemical Engineering,Physics & Astronomy,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Biological Sciences,Sociology,History, Philosophy & Theology,Education,Mathematics & Statistics,Business & Management,Electrical & Electronic Engineering,Communication & Media Studies,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Chemistry,Accounting & Finance,Civil Engineering,Psychology,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,
330,33,LMU Munich,77.7,330,67.3,36,78.3,33,87.4,199,100,4,70.5,339,Germany,"35,003",34.2,19%,61:39:00,LMU Munich Ludwig-Maximilians-Universität München,"Psychology,Education,Computer Science,Business & Management,Law,Sociology,Medicine & Dentistry,Mathematics & Statistics,History, Philosophy & Theology,Biological Sciences,Geography,Other Health,Archaeology,Physics & Astronomy,Art, Performing Arts & Design,Chemistry,Communication & Media Studies,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Veterinary Science,Politics & International Studies (incl Development Studies)",FALSE,FALSE,
340,34,University of Melbourne,77.6,340,67.1,40,75.9,40,85.8,225,78.1,130,93.6,72,Australia,"49,588",23.8,47%,58:42:00,University of Melbourne UniMelb Australia,"Art, Performing Arts & Design,Sociology,Medicine & Dentistry,Agriculture & Forestry,Sport Science,Law,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Languages, Literature & Linguistics,Computer Science,Physics & Astronomy,Electrical & Electronic Engineering,History, Philosophy & Theology,Geography,Chemical Engineering,Politics & International Studies (incl Development Studies),Education,Business & Management,Psychology,Biological Sciences,Archaeology,Mechanical & Aerospace Engineering,Veterinary Science,Communication & Media Studies,Other Health,Mathematics & Statistics,General Engineering,Accounting & Finance,Architecture,Chemistry,Civil Engineering",FALSE,FALSE,
350,35,King’s College London,77.1,350,58,70,72.9,50,98.2,43,45.6,537,96.1,29,United Kingdom,"28,965",11.8,52%,63:37:00,King’s College London,"Accounting & Finance,Geography,Economics & Econometrics,Computer Science,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Languages, Literature & Linguistics,Chemistry,Other Health,Law,Archaeology,Psychology,Electrical & Electronic Engineering,Medicine & Dentistry,Mechanical & Aerospace Engineering,Communication & Media Studies,Education,Mathematics & Statistics,General Engineering,Biological Sciences,Sport Science,Sociology,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Physics & Astronomy,Business & Management",FALSE,FALSE,
